대사	라벨
문안 오는 동호인들이나 문하생들을 핑계로 육십 년 가까운 세월을 함께 지내 온 분위기를 바꾸지 않으려고 매일 아침 머리맡에서 먹을 가는 추수의 갸륵한 마음씨에 못지 않게 그 묵향 또한 좋았던 것이다.	1
고마우이 석담 그것만이면 족하네.	1
석 달 뒤에 그동안 글씨나 그림을 받아갖 가져온 종이와 붓값 대신 받은 곡식을 한 짐 지어 돌아올 때만 해도 그의 호기는 만 장이나 치솟았다.	1
그리고 지금 올려보고 있는 글귀는 바로 그 감격적인 사면을 받던 날 석담선생이 손수 써서 내린 것이었다.	1
그러나 야릇한 호기심과 흥분으로 이내 사랑채 부근으로 돌아와 방 안의 소리에 귀를 기울였다.	1
나는 저 아이가 신학문이나 익혀 제 앞을 가리기를 바랐는데.	1
한창 술자리가 무르익어 갈 무렵 그 자리를 마련한 듯 보이는 동척의 조선인 간부가 기생들을 향해 빙글거리며 물었다.	1
그러자 기생들 사이에서 간드러진 웃음이 한동안 일더니 그중의 하나가 쪼르르 다가와 그 앞에서 다홍치마를 걷었다.	1
그녀는 전혀 주위를 의식하지 않은 듯 당돌하게 대답했다.	1
그 밤 매향은 스스럼없이 그에게 몸을 맡겼다.	1
언젠가 흥겨움에 취해 넘은 봄꽃 화려한 영마루의 기억처럼 이제는 다만 즐거움과 달콤함의 추상만이 남아 있는 세월이었다.	1
입문한 지 십 년에 가까워지면서 그의 솜씨는 선생의 동도들에게까지 은근한 감탄으로 오르내리게 되었다.	1
그는 아름다움을 중히 여기고 정과 의를 드러내고자 힘썼다.	1
나라가 그토록 소중한 것일진대는 그 흔한 창의에라도 끼어들어 한 명의 적이라도 치고 죽는 것이 더욱 떳떳할 것입니다.	1
이미 그 전에 십 년 가까이 석담 문하에서 갈고 닦았지만 후년에 이르기까지도 고죽은 그 팔 년을 생애에서 가장 귀중한 부분으로 술회하곤 했다.	1
평자에 따라서 다르지만 어떤 이는 지금도 재기와 영감이 번득이는 그 시절의 글씨와 그림을 일생의 성취 중에서 으뜸으로 치고 있었다.	1
스승의 그같은 표정은 그에게는 처연함이 아니라 오히려 자신만만함으로 비쳤다.	1
고죽을 아는 화방 주인들이 그런저런 인사로 반겨 맞았다.	1
그런 제안에 주인은 은근히 좋아하는 눈치였다.	1
아마도 그 뒤에 있었던 오대산 여행은 꺼지기 전에 한 번 빛나는 불꽃과 같은 그의 마지막 열정에 충동된 것이었으리라.	1
그 거인은 처음 한동안 그가 힘들여 가고 있는 길 도처에서 불쑥불쑥 나타나 감탄을 자아내다가 이윽고는 온전히 그를 사로잡고 말았다.	1
정말로 그들 사제간을 위해 다행한 것은 스승의 깊은 학문에 대한 제자의 본능적인 외경 못지않게 스승에게도 제자의 타고난 재능에 대한 애정이 남아 있어 늦게나마 화해가 이루어진 일이었다.	1
근교에 있는 과수원은 재식의 앞으로 서실 건물은 윤식이 앞으로 그리고 살고 있는 집은 추수에게 그러고 보니 나머지 동산으로 문화상이라도 하나 제정할까 하던 계획을 취소한 것이 새삼 잘했다는 생각이 들었다.	1
나중에 정박사가 몇 번이고 감탄했던 것처럼 거의 초인적인 정신력이었다.	1
죽음을 생각해야 할 나이에 이르면서부터 고죽의 마음속에 간직하고 있던 서원의 하나는 자기의 붓끝에서 날아가는 그 새를 보는 일이었다.	1
그는 그것으로 자신의 일생에 걸친 추구가 헛되지 않았으며 괴로웠던 삶도 보상될 것으로 믿었다.	1
조금 전까지만 해도 나는 그것들에서 솟아오르는 금시조를 보기를 간절히 원했다.	1
그토록 바라고 바라던 피난인지라 누나와 나는 원정이라도 떠나는 즐거운 기분이었다.	1
마침내 어머니의 얼굴에 만족스런 미소가 떠올랐다.	1
녀석이 이젠 아주 의기양양한 태도로 당당하게 대답했다.	1
어머니는 연신 벙글벙글 웃어 가며 녀석의 잔등을 요란스레 토닥거리고 쓰다듬어 주는 것이었다.	1
말은 안 혔어도 너를 친자식 진배없이 생각혀왔다.	1
우리가 친자식 이상으로 애끼고 길르는 애요.	1
아버지는 득의연한 미소와 함께 어머니한테 나직이 속삭이고 있었다.	1
우리 식구 모두는 상전을 모시듯이 명선이에게 한결같이 친절했다.	1
학교가 쉬는 동안을 우리는 마냥 키드득거리며 떼뭉쳐 어울려 다녔다.	1
쥐바라숭꽃 이름처럼 정말 이쁜 꽃이구나 참 앙증맞게두 생겼다.	1
나는 천신만고 끝에 마침내 그 일을 해내고 말았다.	1
김만필을 태운 택시는 웃고 떠들고 하며 기운좋게 교문을 들어가는 학생들 옆을 지나 교정을 가로질러 기운차게 큰 커브를 그려 육중한 본관 현관 앞에 우뚝 섰다.	1
그의 가슴은 벌써 아까부터 두근거리기 시작하였다.	1
어른이 다된 학생들의 모양을 보기만 해도 젊은 김강사의 가슴은 두근두근한다.	1
새로 온 독일의 그림신문을 펴들고 있노라니 문이 열리더니 티교수의 벙글벙글하는 친절한 얼굴이 나타났다.	1
그거 대단 잘됐습니다 처녀강의를 새학기 첫시간에 하시게 됐으니.	1
티교수의 말을 듣고 있는 동안에 김강사는 그의 말을 깊이 생각해볼 여유도 없이 그저 그에게 감사하는 생각뿐이었다.	1
금방 아까까지 그는 고독을 느끼고 있던 끝이라 상관이며 또 경험 많은 선배인 티교수로부터 이런 솔직한 의견을 듣는 것은 정말 고맙게 생각되었다.	1
뚱뚱한 몸을 흔들흔들하며 나가는 뒷모양이 김강사에게는 몹시 믿음직해 보였다.	1
그만큼 그의 친절한 말은 그야말로 빈 골짜기의 발자국소리같이 생각되는 것이었다.	1
아무 감상도 없었습니다마는 생각던이보다도 학생들은 얌전하더구만요 김강사는 약간 득의의 어조로 대답하였다.	1
에이치과장은 솔직하고 평민적인 호감을 주는 인물이었다.	1
위스키를 연달아 두서너잔 먹고나서 티교수는 싱글벙글 웃으면서 말을 꺼냈다.	1
그 논문에는 정말 탄복했습니다.	1
독일문학에 대해 당신만큼 연구가 깊은 이는 내지에도 적을 것입니다.	1
조선사람 중에도 차차 당신같이 훌륭한 사람이 나오게 됐다는 것은 참 좋은 일입니다.	1
김강사는 가끔 독일 신흥문학 이야기 같은 것을 꺼내보았으나 학생들은 도리어 흥미있어 하는 듯하였다.	1
이것에 기운을 얻어 그는 차츰차츰 일반적인 새로운 문학운동 이야기를 해보았다.	1
김만필은 작년 이래로는 취직운동에 쪼들려 독일문단의 최근 사정을 알아볼 여유가 없었던이만큼 스스끼의 지식에는 감복했지만 그와의 이야기에는 별로 흥을 낼 수 없었다.	1
스스끼는 싱글싱글 웃으며 선생님이 그 회원으로 굉장하게 활동하신 것은 학생들이 모두들 압니다 하고 말했다.	1
티교수는 빙글빙글 웃으면서 말했다.	1
김강사는 웃으며 고개를 끄덕였다.	1
티교수의 호걸같은 웃음에 따라 다른 교수들도 일제히 깔깔거려 웃었다.	1
부인의 등뒤에는 언제나 일반으로 봄 물결이 늠실늠실하듯 온 얼굴에 벙글벙글 미소를 띠운 티교수가 응접실로 따라들어왔다.	1
그는 그것을 자랑으로 삼아 왔고 스스로 집도하는 쾌감을 느꼈었다.	1
아무튼 그의 단골 고객들은 그의 정결한 결벽성에 감탄과 경의를 표해 마지않는다.	1
이 시계는 제국 대학을 졸업할 때 받은 영예로운 수상품이다.	1
그 속에서도 각모와 쓰메에리 학생복을 벗어버리고 신사복으로 갈아입던 그날의 감회를 더욱 새롭게 해주는 충동을 금할 길 없는 것이었다.	1
나미 딸의 모습은 단란하던 지난날의 추억과 더불어 떠올랐다.	1
이인국 박사는 기대와 호기에 가득 찬 심정으로 항공 우편의 피봉을 뜯었다.	1
대학 캠퍼스 같은 석조전의 거대한 건물 그 앞의 정원 뒤쪽에 짝을 지어 걸어가는 남녀 학생 이 배경 속에 딸과 그 외인 교수가 나란히 어깨를 짚고 서서 웃음을 짓고 있다.	1
선생님의 일이라면 무엇이든지 돕겠어요.	1
처음에는 혜숙이도 부인의 별세를 몰랐고 이인국 박사도 혜숙이의 혼인 여부를 참견하지 않았다.	1
나미는 옛정이 다시 살아 혜숙을 언니처럼 따랐다.	1
아직 해방의 감격이 온 누리를 뒤덮어 소용돌이칠 때였다.	1
그것을 탄 날은 온 집안이 무슨 경사나 난 것처럼 기뻐들 했다.	1
국민 총력 연맹 지부장의 웃음 띤 치하 소리가 떠올랐다.	1
이인국 박사는 그때나 지금이나 자기의 처세 방법에 대하여 절대적인 자신을 가지고 있었다.	1
아들의 대답이 그에게는 믿음직스럽게 여겨졌다.	1
다행이다 인민 재판의 첫 코에 걸리지 않은 것만 해도.	1
이인국 박사는 자기 변명을 합리화시키고 나면 가슴이 좀 후련해 왔다.	1
거기다 어저께의 최종 취조 장면에서 얻은 소련 고문관의 표정은 그에게 일루의 희망을 던져 주는 것이 있었다.	1
이인국 박사는 기쁨을 억지로 감추며 평범한 어조로 대답했다.	1
의사 이것은 나의 천직이다 그는 몇 번이고 감격에 차 중얼거렸다.	1
그는 이 절호의 기회를 최대한으로 활용하고 싶었다.	1
이제는 죽어도 여한이 없을 것만 같았다.	1
이인국 박사는 입을 헤벌리고 웃기만 했다.	1
마음의 감옥에서 해방된 것만 같았다.	1
스텐코프는 엄지손가락을 높이 들면서 네가 첫째라는 듯이 이인국 박사의 어깨를 치며 칭찬했다.	1
브라운 씨가 나오자 이인국 박사는 웃으며 선물을 내어놓았다.	1
이인국 박사는 안도감에 잇닿은 만족을 느끼면서 브라운 씨의 기쁨에 맞장구를 쳤다.	1
브라운 씨가 영어 반 한국말 반으로 섞어 하는 이야기를 들으면서 이인국 박사는 흐뭇한 기분에 젖었다.	1
이인국 박사는 뛸 듯이 기뻤으나 솟구치는 흥분을 억제하면서 천천히 손을 내밀어 악수를 청했다.	1
이인국 박사는 지성이면 감천이라고 나의 처세법은 유에스에이에도 통하는구나 하는 기고만장한 기분이었다.	1
청자병을 몇 번이고 쓰다듬으면서 술잔을 거듭하는 브라운 씨도 몹시 즐거운 표정이었다.	1
양국의 우호와 친선에 도움이 되기를 바랍니다.	1
이번 새로 장만한 영국제 쌍발 엽총의 총신을 머리에 그리면서 그의 몸은 날기라도 할 듯이 두둥실 가벼웠다.	1
그의 마음속에는 새로운 포부와 희망이 부풀어올랐다.	1
엄마가 안 와서 섭섭했을 아이에게 엄마하고 다시 한번 재롱 잔치를 볼 수 있다는 건 크나큰 위로가 될 터였다.	1
남편은 나의 그런 상태를 갱년기현상이 라고 별명짓고 즐거워하는 것 같았다.	1
슬기가 주인공으로 출연하다는 동극이 그 다음 차례인걸 확인하고 나는 안도의 숨을 쉬었다.	1
안 되겠다 싶었는지 음악이 멎고 아이들도 깔깔대며 무대 뒤로 사라졌다.	1
동생이 주연이라고 뽐낸 슬기의 배역은 늑대였다.	1
아주 듣기 좋은 저음이었다.	1
남자는 웃고 있었지만 비웃는 웃음은 아니었다.	1
선량하고 친절한 인상이 마음에 들었다.	1
그러나 곧 그의 위로하는 듯한 웃음을 따라 웃고 말았다.	1
그렇게 눈길이 마주칠 때마다 기분이 좋았다.	1
아이들의 재롱을 같이 귀여워하고 있다는 단순한 공감의 즐거움이 군중 속에서 고개를 뒤로 튼다는 다분히 피곤한 일을 조금도 힘 안들게했다.	1
아아 고 꼬마 참 예쁘고 당차던데요.	1
칭찬 한마디에 제 딸이 주연이라고 핏대를 올릴 때와는 딴판으로 겸손해지는 그가 보기 좋았다.	1
다행히 그가 내 치부를 본 것 같진 않았다.	1
아내가 둘째 애를 뱄을 때는 아들이길 바란 것도 사실이고요.	1
선수는 아니었지만 그때 버릇이 남아서 그런지 일 년에 한두 차례라도 구장에서 직접 목이 터져라 열광을 해야 살맛이 난달까 스트레스가 풀린답니다.	1
나는 앞에 있는 그를 의식하지 않고도 괜히 자신감이 넘쳤다.	1
혹시 내가 그 정도로 싹수머리 없는 인간이라 해도 아들딸이 마음대로 되지 않는 마지막 장치가 남아 있으니 얼마나 다행입니까.	1
음양의 조화만은 아직도 신의 영역인 게 감사할 따름이죠.	1
마음속으로 갖고 놀고 싶었다 조금만 더.	1
명함을 줄까말까 결정할 시간을 벌려는 그의 이런 어색한 동작을 나는 속이 근질근질하도록 귀엽게 바라보았다.	1
그가 내 등뒤에서 소리치는 걸 들으며 나는 회심의 미소를 지었다.	1
그리고 저음이지만 멀리 퍼지는 기분 좋은 목소리를 천천히 음미했다.	1
두 딸은 과외공부 가고 아들은 숙제를 하고 있는 호젓한 시간이었다.	1
슬기 재롱잔치 찍은거 말야 근사해.	1
내가 낮에 본 어설픈 동극하고는 전혀 다른 것을 보는 것처럼 화면은 아름답고도 생동감이 넘쳤다.	1
아 저런 장면도 있었던가 싶은 귀여운 실수 깜찍한 연기 지엽적인데 숨어서 등극을 동극답게 하는 천진난만 그런 것들을 어쩌면 저렇게 낱낱이 끄집어내어 저다지도 귀엽게 살려놓은 걸까.	1
형부 보여주라 좋아할 거야.	1
동생은 모든 사람이 저처럼 제 아들을 예뻐하길 바란다.	1
나를 반가워하는 그의 기분 좋은 저음을 듣자 나는 갑자기 새처럼 지저귀고 싶었다.	1
나는 무턱대고 즐거워서 들뜬 목소리를 냈다.	1
젊고 예쁘고 싱싱한 것 그건 얼마나 좋은 건가.	1
나는 아들하고 키를 대보는 걸 좋아했다.	1
어려서는 기둥에다 아들의 키가 커가는걸 눈금으로 표시하는게 낙이었지만 국민학교 들어가고부터는 어깨동무를 해보는걸 더 좋아했다.	1
아들이 그냥 집 안을 왔다갔다 하는 것만 봐도 좋았다.	1
아들을 가슴에 안으 면 온몸이 뿌듯하듯이 아들이 집 안에 있으면 온 집안이 가득해졌 다.	1
그애가 눈에 안 보일 때도 그애가 있다는 것만으로도 나는 떳 떳하고 자랑스러울 수가 있었다.	1
그애가 있다는 것은 나의 최고의 성취감이고 그애를 바라보는 즐거움은 무엇과도 비할 수 없는 행복감이었다.	1
큰딸은 첫정이라 애틋하고 둘째는 딸로 막내라 예쁘다.	1
젊고 싱싱하다는 동생의 말을 다시 음미하며 미소지었다.	1
